Name,UrlRV,URLYeti,Total Customs Clearances,Total Shipments,Customs Broker,Trade Data, Port Type
"ZEEtree","",,,"","", ""
"TMC Industries","",,,"","", ""
"INEOS Melamines","",,,"","", ""
"Abbey Color","",,,"","", ""
"DC-MUSE","",,,"","", ""
"Etna Products","https://app.revenuevessel.com/dashboard/importers/5f4b705b-c0c3-4871-81d1-b73f42a5a284",7,6,"WORLD EXPRESS SHIPPING TRANSPORTATI-7","Belgium-6", "Ocean-4, Rail-3"
"AgSalt Processing","",,,"","", ""
"Advanced Fluid","",,,"","", ""
"Aqua Solutions","",,,"","", ""
"Endura Coatings","",,,"","", ""
"Trucent Renewable Chemicals","",,,"","", ""
"Mid South Chemical Company","",,,"","", ""
"ProAction Fluids","",,,"","", ""
"Global Cellulose Ether Resources","",,,"","", ""
"International Chemical","",,,"","", ""
"Coating Systems & Supply","",,,"","", ""
"North American Polymer Company","",,,"","", ""
"Teijin Aramid USA","",,,"","", ""
"American Carbonyl","",,,"","", ""
"Detergent Marketing Systems","",,,"","", ""
"Starfire Systems","https://app.revenuevessel.com/dashboard/importers/239e2675-d2a2-4a58-8ce5-bf4b5d6d8a36",2,,"MAINFREIGHT INC.-2","", "Ocean-2"
"Rieke Metals","",,,"","", ""
"Cambridge Chemical Technologies","",,,"","", ""
"SAF-T-LOK International","",,,"","", ""
"AKJ Industries","",,,"","", ""
"American Cleaning Solutions","",,,"","", ""
"Matrix Inspection and Engineering","",,,"","", ""
"Aqua Products, Inc Pensacola FL","",,,"","", ""
"Nl Chemical Technology","",,,"","", ""
"Ultra Metal Finishing","",,,"","", ""
"Biomedical & Medical Device","https://app.revenuevessel.com/dashboard/importers/5f1993b7-f5a3-458d-8128-a9d500cc8342",12,,"GEODIS USA INC.-6, DHL EXPRESS (USA) INC.-4, LIVINGSTON INTERNATIONAL INC.-2","", "Air-5, Parcel-4, Cross Border-2, Ambiguous-1"
"Formoclean","",,,"","", ""
"Ferodo Brake Tech","",,,"","", ""
"Blentech","",,,"","", ""
"Shield Industries","",,,"","", ""
"Alpha Chi Sigma","https://app.revenuevessel.com/dashboard/importers/8899cf01-a779-4890-8f9a-f7c53809eeca",5,,"MASTERPIECE INTERNATIONAL LIMITED,-2, PFC INTERNATIONAL, INC.-1, MEADOWS WYE CO INC-1","", "Air-3, Rail-1, Cross Border-1"
"American Water Treatment","",,,"","", ""
"Birchwood","",,,"","", ""
"Dystar L.P.","",,,"","", ""
"JAYCO Chemical Solutions","",,,"","", ""
"Southern Silicones","",,,"","", ""
"Gellner Industrial","",,,"","", ""
"WATERTECH","",,,"","", ""
"Chem Pro Laboratory","",,,"","", ""
"Coatings Tech","",,,"","", ""
"Hi-Tech Plating","",,,"","", ""
"Optimal Water","",,,"","", ""
"OneWorld Chemicals","",,,"","", ""
"Picco Coatings Co","https://app.revenuevessel.com/dashboard/importers/2af3945f-0b1d-4de4-a27b-c1b8bb27e212",2,,"JSK GLOBAL CHB-2","", "Ocean-2"
"Feda Nitrogen","",,,"","", ""
"Epoxyset","",,,"","", ""
"PHOENIX RESEARCH INDUSTRIES","",,,"","", ""
"KIN-TEK Analytical","",,,"","", ""
"FSI Coating","",,,"","", ""
"Detrex","",,,"","", ""
"Biocide Systems","",,,"","", ""
"Duralast","",,,"","", ""
"Hilltop Energy","",,,"","", ""
"Juniper Specialty Products","",,,"","", ""
"Excel Chemicals","",,,"","", ""
"Tempil","",,,"","", ""
"Everflon Fluoropolymers","",,,"","", ""
"BioVantage Fuels","",,,"","", ""
"Clean-O-Rama","",,,"","", ""
"ILLA International","",,,"","", ""
"Southern Rubber","",,,"","", ""
"ECM Supply","",,,"","", ""
"CHEMORSE","https://app.revenuevessel.com/dashboard/importers/11769236-6483-4485-b4a2-a47188b7e9d7",2,,"SCARBROUGH INTERNATIONAL, LTD-2","", "Air-2"
"TACOMA GLASS MANUFACTURING","",,,"","", ""
"F&L Petroleum Products","",,,"","", ""
"Burke Industrial Coatings","",,,"","", ""
"Fort Bend Services","",,,"","", ""
"BioMedical Waste Solutions","",,,"","", ""
"IGP Energy","",,,"","", ""
"Prime Solutions Chemical Manufacturing & Packing","",,,"","", ""
"CCi Manufacturing IL","https://app.revenuevessel.com/dashboard/importers/3efcdc6b-27d1-479a-9bf0-aba748f0b926",42,130,"MEIKO AMERICA INC-25, A N DERINGER, INC.-14, NEAR NORTH CUSTOMS BROKERS US, INC.-3","India-54, Japan-33, China-26", "Ambiguous-39, Cross Border-3"
"Eagles Club","",,,"","", ""
"Powder Cote II","https://app.revenuevessel.com/dashboard/importers/ecdc22cb-e3ff-4a79-b2bb-7e215f961cb9",,,"","", ""
"Biosan","",,,"","", ""
"Cyalume","",,,"","", ""
"Zephyr Solutions","",,,"","", ""
"Carbon Chemistry","",,,"","", ""
"Bulk Chemicals, Inc./BCI Surface","https://app.revenuevessel.com/dashboard/importers/303bcf6f-57eb-44ae-b95f-c2280d7acc65",14,,"LIVINGSTON INTERNATIONAL INC.-14","", "Cross Border-14"
"Ash Ingredients","",,,"","", ""
"Zaclon","https://app.revenuevessel.com/dashboard/importers/80083f5f-55d6-4bd9-b0ac-2c1eb1147a34",57,,"CLEARFREIGHT, INC.-56, XPO CUSTOMS CLEARANCE SOLUTIONS, LL-1","", "Rail-53, Ambiguous-4"
"Chromis","",,,"","", ""
"Coatings for Industry","",,,"","", ""
"Quadrant Performance Materials","",,,"","", ""
"Enterprise Specialty Products","",,,"","", ""
"Colonial Chemical","",,,"","", ""
"MaxFlow Chemicals of Texas","",,,"","", ""
"REFCOTEC","",,,"","", ""
"eSense flavors","",,,"","", ""
"Kova Fertilizer","",,,"","", ""
"3DBioSciences","",,,"","", ""
"Chem-Materials","https://app.revenuevessel.com/dashboard/importers/b3fb8a91-4f5f-489e-97ed-fc472d9c2646",10,9,"FRAYER LOGISTICSCORP.-10","Belgium-6, Taiwan-3", "Ambiguous-10"
"Henwil Custom Chemicals","",,,"","", ""
"Nelson Plant Food","",,,"","", ""
"U-C Coatings","https://app.revenuevessel.com/dashboard/importers/780445cb-6694-469f-9e70-21596f398b2a",1,,"EMO TRANS, INC.-1","", "Cross Border-1"
"Elite Advanced Polymers","",,,"","", ""
"Vapco Products","",,,"","", ""
"Sun Polymers International / Chan Sieh Enterprises","",,,"","", ""
"ARCOR Epoxy","",,,"","", ""
"American Jetway","",,,"","", ""
"American Energy Technologies","",,,"","", ""
"Chemical Society of Washington","https://app.revenuevessel.com/dashboard/importers/b16fda8e-479b-49da-9236-916a84d056ec",1,,"LAING INTERNATIONAL-1","", "Air-1"
"Pro-Line Industrial Products","",,,"","", ""
"KRI-Color Silicone Dispersions","",,,"","", ""
"Claire Manufacturing","",,,"","", ""
"New England Sanitary Supply Association","",,,"","", ""
"Tri-Chem Industries","",,,"","", ""
"Quaker City Chemicals","",,,"","", ""
"ProBlend","",,,"","", ""
"Crown Technology","https://app.revenuevessel.com/dashboard/importers/89b527e0-9665-46d9-953f-d762d53410e5",55,92,"UTC OVERSEAS, INC.-55","South Korea-88, China-3", "Ocean-54, Air-1"
"Akzo Nobel Central Research","https://app.revenuevessel.com/dashboard/importers/ca6e0b82-bbf2-42ad-be2f-e39cb45b3347",858,652,"LIVINGSTON INTERNATIONAL INC.-858","Mexico-196, Netherlands-109, Taiwan-76", "Cross Border-858"
"Walmark","",,,"","", ""
"Helena Chemical","https://app.revenuevessel.com/dashboard/importers/61ac89bd-6dd5-4efe-a9d4-2e98718a5297",4,20,"C.H. ROBINSON INTERNATIONAL, INC.-4","China-12, India-6, United Kingdom-2", "Ocean-3, Ambiguous-1"
"Chemco Industries","",,,"","", ""
"Advanced Blending","",,,"","", ""
"LBB Specialties","https://app.revenuevessel.com/dashboard/importers/b0ff8687-8afa-4bfa-862f-9d683409febf",541,380,"J.M. RODGERS CO., INC.-534, DHL EXPRESS (USA) INC.-5, UPS SUPPLY CHAIN SOLUTION-2","India-139, Belgium-46, France-46", "Ambiguous-312, Ocean-108, Air-75, Rail-23, Parcel-4, Cross Border-4"
"Jet-Lube, LLC / DEACON","",,,"","", ""
"Phoenix Chemical","",,,"","", ""
"AML Industries","",,,"","", ""
"COLORADO PAINT COMPANY II","",,,"","", ""
"Vitusa Products","https://app.revenuevessel.com/dashboard/importers/f7e78086-c97c-4100-b9ad-e8a8516a54ae",309,910,"CAVALIER INT'L AIR FREIGHT, INC.-309","Singapore-233, China-108, Taiwan-92", "Ambiguous-153, Ocean-145, Cross Border-7, Rail-4"
"United Fertilizer Chemical","",,,"","", ""
"Digilube Systems","",,,"","", ""
"Alttran","",,,"","", ""
"Enviro Tech International","",,,"","", ""
"Cimcool North America","",,,"","", ""
"Seaforth Mineral & Ore","https://app.revenuevessel.com/dashboard/importers/157b76d4-1c6a-40d0-b377-26d164879456",2,,"KUEHNE & NAGEL INC-2","", "Ocean-2"
"Sabre","",,,"","", ""
"Future Tech with Dr Huq","",,,"","", ""
"Berryman Products","",,,"","", ""
"Nuvite Chemical Compounds","",,,"","", ""
"KISCO Conformal Coating","",,,"","", ""
"Dorsett & Jackson","https://app.revenuevessel.com/dashboard/importers/d63456aa-7573-49d1-992a-69620fe6d1cc",39,73,"APAC CUSTOMS BROKERS, LLC-26, UPS SUPPLY CHAIN SOLUTION-12, BORDERBUDDYTECHNOLOGIESUSAINC-1","South Korea-53, Spain-12, France-3", "Ocean-37, Air-1, Cross Border-1"
"AMCOL","",,,"","", ""
"Hill Manufacturing Company","https://app.revenuevessel.com/dashboard/importers/fa08c430-de2b-4509-bfed-3a2e316cd1d6",1,,"KUEHNE & NAGEL INC-1","", "Ambiguous-1"
"Interacid North America","https://app.revenuevessel.com/dashboard/importers/e939870f-98ad-4779-95be-b367cd3cf90e",11,,"GHEDI INTERNATIONAL INC-11","", "Ocean-11"
"Valentine Chemicals","",,,"","", ""
"ZXChem USA","",,,"","", ""
"Brand-Nu Laboratories","https://app.revenuevessel.com/dashboard/importers/01d1c143-3065-4aa6-a249-243622c5c8bd",12,10,"EXPEDITORS INTERNATIONAL-12","Netherlands-8, Malaysia-8, Germany-4", "Air-9, Ambiguous-2, Cross Border-1"
"GMCO","",,,"","", ""
"Brandt Technologies","https://app.revenuevessel.com/dashboard/importers/f6bf1f03-4f53-4045-84a4-7b402aebc798",30,83,"THOR AIR FREIGHT CORP-27, LIVINGSTON INTERNATIONAL INC.-3","Thailand-41, Japan-17, India-15", "Ambiguous-20, Air-5, Rail-3, Cross Border-2"
"Kemira Water Solutions","",,,"","", ""
"Quaker Color","",,,"","", ""
"Exfluor Research","",,,"","", ""
"AMCOR","https://app.revenuevessel.com/dashboard/importers/c0120c83-098f-4da1-a749-11312c4f4266",531,1035,"D HAUSER, INC.-310, JET AIR SERVICE INC-106, LE COPPERSMITH, INC.-100","Israel-302, India-162, Spain-132", "Ambiguous-315, Ocean-206, Air-9, Rail-1"
"Asia Union Electronic Chemicals","",,,"","", ""
"Rockwell Labs","https://app.revenuevessel.com/dashboard/importers/7dbdf8f4-7a2d-41e0-904a-d7f123b227bd",2,2,"F.H. KAYSING COMPANY, LLC-2","India-2", "Rail-2"
"ArmorThane USA","",,,"","", ""
"Chemical Strategies","https://app.revenuevessel.com/dashboard/importers/71c93f22-d273-4544-aad1-f9fbadc32ba9",2,,"RICHARD LEE-1, WATCHPOINT LOGISTICS, INC.-1","", "Ocean-2"
"Sanyo Chemical America, a Subsidiary of Sanyo Chemical Industries","https://app.revenuevessel.com/dashboard/importers/59c88b72-78c2-4170-8ddc-909b25911c1c",43,78,"NISSIN INTERNATIONAL TRANSPORT USA,-20, KINTETSU WORLD EXPRESS (USA) INC-18, NANKAI TRANSPORT INTERNATIONAL USA-5","Japan-78", "Ocean-43"
"TradeMark Nitrogen Corp.","",,,"","", ""
"Phoenix Chemical","https://app.revenuevessel.com/dashboard/importers/87d497b3-1d75-4994-8c10-7de7e42c8885",9,28,"PORTSIDE CUSTOMS SERVICE INC-9","Spain-23, South Korea-6", "Ambiguous-7, Air-1, Ocean-1"
"Dynalene","",,,"","", ""
"Molex Group","https://app.revenuevessel.com/dashboard/importers/78723e4e-9040-4bc6-ab45-a687158c30d3",79,,"STEAM LOGISTICS, LLC-79","", "Ocean-79"
"HK Research","",,,"","", ""
"Nagase ChemteX","",,,"","", ""
"Para-Coat Technologies, Parylene Conformal Coating Services","",,,"","", ""
"Proxy-Clean Products","",,,"","", ""
"Kemgo","",,,"","", ""
"Titus Commercial","",,,"","", ""
"PureAire Monitoring Systems","https://app.revenuevessel.com/dashboard/importers/d466f402-096d-43a2-bc34-4ca7335f321a",13,,"DHL EXPRESS (USA) INC.-13","", "Parcel-13"
"Pan Technology","",,,"","", ""
"United Ethanol","",,,"","", ""
"Trident Limited","",,,"","", ""
"Celeritas Chemicals","",,,"","", ""
"American Chemie","",,,"","", ""
"FedChem","",,,"","", ""
"Arco Chimica Srl","",,,"","", ""
"PMC Group N.A.","",,,"","", ""
"Fuel Ox","",,,"","", ""
"Nisus Wood Preservation","https://app.revenuevessel.com/dashboard/importers/89fd33be-8664-4cce-a637-48b3baa0f135",39,141,"JOHN A STEER COMPANY-28, HARRY F. LONG, INC.-11","India-49, Belgium-40, Germany-24", "Ambiguous-25, Ocean-11, Cross Border-1, Rail-1, Air-1"
"ACCI Specialty Materials","",,,"","", ""
"UltimateChemicals","",,,"","", ""
"EnviroServe Chemicals","",,,"","", ""
"Hydro Solutions","https://app.revenuevessel.com/dashboard/importers/947318d8-8d97-4d40-be79-9da94e8d38b2",3,4,"ATLANTA CUSTOMS BRK-3","South Korea-2, China-2", "Rail-3"
"Diversitak","",,,"","", ""
"JMD Industries","",,,"","", ""
"Car Brite","",,,"","", ""
"Isel","",,,"","", ""
"Buckman's","",,,"","", ""
"Howard Fertilizer","",,,"","", ""
"Citadel Floor Finishing Systems","",,,"","", ""
"Renner Wood Coatings North America","",,,"","", ""
"PMC Organometallix","https://app.revenuevessel.com/dashboard/importers/d4cbbb65-1d0f-4b91-be9d-b0416703b26c",98,296,"DSV AIR & SEA, INC.-97, BDP INTERNATIONAL-1","China-156, Colombia-38, Germany-35", "Ocean-72, Air-20, Ambiguous-4, Rail-1, Cross Border-1"
"Chemo International","https://app.revenuevessel.com/dashboard/importers/967bb778-0705-4d5c-8a4f-6f876205d95e",52,271,"CHEMO INTERNATIONAL INC.-52","Spain-86, Colombia-58, Germany-24", "Ocean-52"
"AIChE Forest Bioproducts Division","",,,"","", ""
"Environmental Fluids","",,,"","", ""
"Gannet BioChem","",,,"","", ""
"Prime Leather Finishes","https://app.revenuevessel.com/dashboard/importers/02303bb1-c975-4f2f-83ee-c7484e4640eb",,,"","", ""
"CUI Solutions","",,,"","", ""
"TRiiSO","https://app.revenuevessel.com/dashboard/importers/0806099e-e562-44ca-860b-8be07a201d32",132,10,"KUEHNE & NAGEL INC-132","China-16", "Ocean-113, Ambiguous-10, Air-6, Rail-2, Cross Border-1"
"Resin Solutions","",,,"","", ""
"Precision Fluids","",,,"","", ""
"Krete","",,,"","", ""
"Fox River Valley Ethanol","",,,"","", ""
"Flowcor","",,,"","", ""
"Allied Petrochemical","",,,"","", ""
"Omni Tech International","",,,"","", ""
"Renosol","",,,"","", ""
"Inventec Performance Chemicals USA & Amtech","",,,"","", ""
"UYEMURA USA","https://app.revenuevessel.com/dashboard/importers/bbea8bf8-f8a0-4fea-873f-2b77a9a4d06f",163,146,"QUALITY CUSTOM BROKERS INC.-121, DANIEL B. HASTINGS INC-41, E.C. FERRER CUSTOMS BROKER INC-1","Japan-120, Belgium-44, Germany-29", "Air-50, Cross Border-41, Ambiguous-39, Ocean-33"
"IsleChem","https://app.revenuevessel.com/dashboard/importers/d2e60639-40e3-49ba-bd4d-626cdbdba001",766,63,"UTC OVERSEAS, INC.-761, A N DERINGER, INC.-3, JAMCO INTERNATIONAL, INC.-2","India-89, South Korea-39, United Kingdom-7", "Ambiguous-372, Ocean-184, Air-111, Rail-68, Cross Border-6"
"Centrium Energy Solutions","",,,"","", ""
"Chromatech Inc. &","",,,"","", ""
"South Coast Terminals","https://app.revenuevessel.com/dashboard/importers/50549f52-bc4c-4a03-a245-7ba2e400f9f5",,2,"","Spain-2", ""
"Ocean Organics","",,,"","", ""
"Calgren","",,,"","", ""
"AAPharmaSyn","",,,"","", ""
"Nova Gas","https://app.revenuevessel.com/dashboard/importers/41a2dea2-6949-4597-bd59-4d029da5e1b6",27,49,"MALLORY ALEXANDER INT'L LOGISTICS-18, UTC OVERSEAS, INC.-6, C.H. ROBINSON INTERNATIONAL, INC.-3","China-18, Turkey-6, India-6", "Ocean-25, Air-2"
"Aexcel","",,,"","", ""
"Chemical Dynamics","",,,"","", ""
"LSI Chemical","",,,"","", ""
"Hall","",,,"","", ""
"Paradigm Chemical and Consulting","https://app.revenuevessel.com/dashboard/importers/82133190-22d2-4652-8376-244ed3a82101",10,40,"TQL GLOBAL, LLC-6, VALMOR US CUSTOMS HOUSE BROKER LLC-3, DSV AIR & SEA, INC.-1","Italy-36, Spain-4", "Ocean-7, Cross Border-3"
"Easiway Systems","",,,"","", ""
"JSR North America Holdings","",,,"","", ""
"Lore Ventures","",,,"","", ""
"APAC Chemical","https://app.revenuevessel.com/dashboard/importers/7e0ae61d-66b5-47e5-9e36-bdae0acf4583",443,257,"JAV INTERNATIONAL, INC.-368, UPS SUPPLY CHAIN SOLUTION-75","China-182, South Korea-149, Thailand-144", "Air-259, Ambiguous-106, Parcel-74, Cross Border-4"
"JDC","",,,"","", ""
"Chela","",,,"","", ""
"Reaxis","https://app.revenuevessel.com/dashboard/importers/3319143f-cbb2-4475-976f-2b78e5ed661d",13,12,"HG ENTERPRISES, LLC-12, BRENCO, INC.-1","Belgium-8, Netherlands-2, China-2", "Ocean-12, Cross Border-1"
"Zoombang","",,,"","", ""
"Americo Chemical","",,,"","", ""
"SWISSFLUID USA","https://app.revenuevessel.com/dashboard/importers/39feb4a8-0cf9-4de1-9c3c-3cf5d0e1bcfc",82,54,"AMERICAN LAMPRECHT TRANSPORT, INC.-54, DHL EXPRESS (USA) INC.-26, GREEN WORLDWIDE SHIPPING, LLC-2","Belgium-53, Netherlands-6, Italy-6", "Parcel-26, Ambiguous-25, Air-22, Ocean-9"
"Cleanse Tec","",,,"","", ""
"Bolger & O'Hearn","https://app.revenuevessel.com/dashboard/importers/6d292efd-4315-4fbf-9eb0-92487dd47269",14,,"DOLLIFF & CO INC-13, RADIUS INTERNATIONAL INC.-1","", "Ocean-11, Air-2, Cross Border-1"
"Chemical Formulators","https://app.revenuevessel.com/dashboard/importers/fd91229b-a349-4391-a713-b4c9a393aecd",4,,"AB INTERNATIONAL BROKERS INC-4","", "Air-4"
"Hampford Research","",,,"","", ""
"BassTech International","https://app.revenuevessel.com/dashboard/importers/87600394-35c2-4573-aab2-c965f7626fc5",227,599,"PRIDE INTERNATIONAL INC-226, C.H. POWELL COMPANY-1","South Korea-101, Belgium-91, China-73", "Ambiguous-158, Ocean-46, Air-15, Cross Border-6"
"Trans Western Chemicals","https://app.revenuevessel.com/dashboard/importers/61b344a7-9158-48f9-8f8c-879dd1ff6f97",133,203,"TRANS PACIFIC LOGISTICS, LLC-111, INT'L TRADE & CUSTOMS SPECIALIST-22","South Korea-86, Taiwan-86, China-21", "Ocean-111, Cross Border-22"
"Element 119","",,,"","", ""
"Advanced Composite Materials","",,,"","", ""
"NuGenTec Oilfield Chemicals","",,,"","", ""
"Van Technologies","",,,"","", ""
"Ike's Farm, Home & Garden","",,,"","", ""
"Otsuka Chemical America","https://app.revenuevessel.com/dashboard/importers/c68ad682-30c7-427d-aa4c-42d8a59ec2da",54,180,"ISEWAN U.S.A., INC.-50, YUSEN LOGISTICS (AMERICAS) INC-3, DHL EXPRESS (USA) INC.-1","China-150, Spain-15, Japan-11", "Ocean-44, Air-9, Parcel-1"
"Crucible Chemical","",,,"","", ""
"NewStar Adhesives","",,,"","", ""
"DeLille Oxygen","https://app.revenuevessel.com/dashboard/importers/2efce228-e092-46ad-ac10-ad7c89efc4c6",,,"","", ""
"PT CHEMITRA ABADI","",,,"","", ""
"Patech Fine Chemical","",,,"","", ""
"Omega Industrial Supply","",,,"","", ""
"J.T. Eaton Co.","https://app.revenuevessel.com/dashboard/importers/eed93c23-4757-4e13-9edb-2fff818c60f5",240,222,"MASTERPIECE INTERNATIONAL LIMITED,-175, WORLDWIDE EXPRESS, INC.-34, EXPEDITORS INTERNATIONAL-23","China-117, Vietnam-87, South Korea-8", "Rail-234, Ocean-6"
"Southwest Engineers","",,,"","", ""
"Advanced Marketing International","https://app.revenuevessel.com/dashboard/importers/6ffdba84-6152-497c-9858-a8607809d68d",204,56,"SCHMIDT PRITCHARD & CO INC-186, CLEARFREIGHT, INC.-16, STAR ASIA CUSTOMS, TRADE & SECURITY-1","India-105, Oman-40, China-5", "Air-94, Ocean-66, Ambiguous-42, Rail-1, Cross Border-1"
"TWN Industries, Inc. Water Transfer Printing","https://app.revenuevessel.com/dashboard/importers/d4c65fd2-f28c-412e-87ce-b3ade58d0eb5",62,6,"UPS SUPPLY CHAIN SOLUTION-59, J.P. REYNOLDS COMPANY, INC.-3","China-5, Taiwan-3", "Parcel-59, Air-2, Ocean-1"
"General Color","",,,"","", ""
"Harris & Ford","https://app.revenuevessel.com/dashboard/importers/ef5840a9-cf47-4da4-857a-85cd65a6109f",454,,"ARIES GLOBAL LOGISTICS, INC.-138, EXPEDITORS INTERNATIONAL-130, OEC LOGISTICS INC-95","", "Ambiguous-278, Rail-110, Air-60, Ocean-6"
"NASi","",,,"","", ""
"Allied Universal","https://app.revenuevessel.com/dashboard/importers/fd91229b-a349-4391-a713-b4c9a393aecd",4,,"AB INTERNATIONAL BROKERS INC-4","", "Air-4"
"Paramount Colors","https://app.revenuevessel.com/dashboard/importers/3114f6ee-20dd-44d2-ab76-0b893a4072b9",180,,"SWIFT CARGO INC.-180","", "Ambiguous-162, Ocean-10, Air-5, Rail-3"
"Bond It USA","",,,"","", ""
"Bridge Organics","",,,"","", ""
"Functional Products","https://app.revenuevessel.com/dashboard/importers/81298142-a07c-4b32-904c-cfd3c73d90fc",4,,"DSV AIR & SEA, INC.-4","", "Rail-4"
"KA Steel Chemicals","",,,"","", ""
"The Jet Pulverizer","https://app.revenuevessel.com/dashboard/importers/7a3d9645-4fd9-45a2-b66c-979b7824a820",6,,"DHL EXPRESS (USA) INC.-3, SCHENKER, INC.-2, M.A.S. CUSTOMS BROKER, INC.-1","", "Parcel-3, Air-3"
"Meadows Chemical","",,,"","", ""
"Applied Specialties","https://app.revenuevessel.com/dashboard/importers/eb0d035a-8158-4cbb-b2a4-04b39d7da249",2,,"AILEEN MOUNETOU-2","", "Cross Border-2"
"Industrial Specialty Chemicals","",,,"","", ""
"The ArmaKleen","",,,"","", ""
"Americhem Sales","",,,"","", ""
"Barbicide","",,,"","", ""
"Ultra-Chem","",,,"","", ""
"Quanta BioDesign","",,,"","", ""
"Pro Products","",,,"","", ""
"Titan Coatings","",,,"","", ""
"Nilodor","",,,"","", ""
"PVS Nolwood Chemicals","",,,"","", ""
"Aurora Specialty Chemistries","",,,"","", ""
"Universal Alloy Valve & Fitting","",,,"","", ""
"Quad Chemical","",,,"","", ""
"GC3 Specialty Chemicals","",,,"","", ""
"Material Science Engineering","",,,"","", ""
"Universal Fine Chemicals","",,,"","", ""
"Super Source","https://app.revenuevessel.com/dashboard/importers/34452380-4fab-47dd-a861-2b0d83dde72b",17,12,"MASTERPIECE INTERNATIONAL LIMITED,-17","Malaysia-12", "Ocean-17"
"Allied Pressroom Products","",,,"","", ""
"Kaneka Kane Ace MX","",,,"","", ""
"Essential Minerals","https://app.revenuevessel.com/dashboard/importers/6ad96178-5dfc-47cf-9ef9-695de14f4724",,,"","", ""
"Wyn Polymers","",,,"","", ""
"Stanford Chemicals","",,,"","", ""
"General Chemical Industrial Products","",,,"","", ""
"CHEMTAN COMPANY","https://app.revenuevessel.com/dashboard/importers/c0a75dd0-2f80-4e71-9b91-fed34ade4912",23,26,"IAN WEINTRAUB-10, WYTHE CUSTOMS HOUSE, LLC-9, GEBRUDER WEISS, INC.-2","China-12, India-6, Iceland-2", "Cross Border-11, Ambiguous-6, Ocean-5, Rail-1"
"Amber Chemical","",,,"","", ""
"Sky Blue Chemical","",,,"","", ""
"FlameSeal","",,,"","", ""
"Raw Materials","",,,"","", ""
"Classic Personnel","",,,"","", ""
"N Jonas","https://app.revenuevessel.com/dashboard/importers/f1bd6172-8568-44cb-858c-7ec1f30ed4bc",1,,"ARIES GLOBAL LOGISTICS, INC.-1","", "Ambiguous-1"
"Dow Reichhold Specialty Latex","",,,"","", ""
"Miles Scientific","",,,"","", ""
"Appli-Tec","https://app.revenuevessel.com/dashboard/importers/296e368d-4e36-4eb5-a417-14ca125b98dd",28,,"KINTETSU WORLD EXPRESS (USA) INC-26, UPS SUPPLY CHAIN SOLUTION-2","", "Air-14, Ocean-12, Parcel-2"
"Xanigo Marine","",,,"","", ""
"DSM Engineering Plastic P","",,,"","", ""
"Ana Lab","",,,"","", ""
"Hauthaway","https://app.revenuevessel.com/dashboard/importers/206ca406-e98f-48b1-a7bf-c857e2a1e967",1,,"SARATOGA FORWARDING CO, INC.-1","", "Ocean-1"
"Syntha","",,,"","", ""
"Camger","https://app.revenuevessel.com/dashboard/importers/f2d2554b-b5ce-478d-a7ff-f3f4e67af58a",2,,"SBIS INC-2","", "Air-2"
"Research Organics","",,,"","", ""
"FPC International","https://app.revenuevessel.com/dashboard/importers/d74022ea-b9a4-48de-9c9e-d600b00bb758",9,,"BDP INTERNATIONAL-9","", "Rail-8, Ambiguous-1"
"B&G Logistics and Oilfield Advisors","",,,"","", ""
"IC&S Industrial Woodcoatings","https://app.revenuevessel.com/dashboard/importers/bc55c402-c681-42a1-a8cd-6cd343bd78e8",115,351,"721 LOGISTICS LLC-115","Italy-362", "Ambiguous-104, Air-11"
"Allure Chemicals","",,,"","", ""
"Tomahawk Chemical Solutions","",,,"","", ""
"Genlabs","",,,"","", ""
"RGAS Refrigerants","",,,"","", ""
"Great Western Inorganics","",,,"","", ""
"OxiScience","",,,"","", ""
"Auterra","",,,"","", ""
"Sound Resource Solutions","",,,"","", ""
"Cornell University ChemE Car","https://app.revenuevessel.com/dashboard/importers/d03a5221-980f-4084-9c7d-e40009fe96f2",55,,"MOHAWK GLOBAL LOGISTICS, CORP.-27, DHL EXPRESS (USA) INC.-14, UPS SUPPLY CHAIN SOLUTION-5","", "Parcel-23, Air-17, Ambiguous-9, Rail-4, Cross Border-2"
"Chemcor Chemical","https://app.revenuevessel.com/dashboard/importers/3b738c87-f0cf-4977-ad42-a1626928da6c",94,198,"WORLD EXCHANGE, INC-94","South Korea-170, China-28", "Ocean-94"
"Sumika Semiconductor Materials Texas","",,,"","", ""
"ECT","",,,"","", ""
"Alichem","",,,"","", ""
"Pure Asphalt","",,,"","", ""
"Nitto Innovations","https://app.revenuevessel.com/dashboard/importers/ac48626d-14b1-47fd-a165-bb66980840e3",582,511,"KINTETSU WORLD EXPRESS (USA) INC-337, EXPEDITORS INTERNATIONAL-241, NIPPON EXPRESS USA, INC.-4","Japan-324, Singapore-230, Malaysia-66", "Ambiguous-277, Air-246, Ocean-38, Parcel-21"
"Neo Solutions","",,,"","", ""
"Aerogreen Solutions","",,,"","", ""
"Xytrus","",,,"","", ""
"June Jacobs Laboratories","",,,"","", ""
"Davis Manufacturing","https://app.revenuevessel.com/dashboard/importers/9a74fcac-c236-45f6-9f8b-8dfeeacb95a0",6,12,"BOLLORE LOGISTICS USA INC.-5, C & C CUSTOMS BROKERAGE, INC.-1","China-9, India-9", "Air-5, Ocean-1"
"Huffman Hazen Laboratories, a Division of Hazen Research","",,,"","", ""
"American Synthetic Rubber","",,,"","", ""
