"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Cyclo Industries, Inc.","✅ Cyclo Industries","Cyclo Industries","HERITAGE
Since 1959, Cyclo Industries has built a rich heritage of professional products that reach consumers all over the world. Cyclo Industries is a specialty chemicals company in the performance, maintenance, and appearance markets. Cyclo Industries has worldwide presence in automotive, heavy duty / fleet, industrial, agricultural and marine segments.   

Cyclo Industries’s corporate office is located in Jupiter, Florida. The company has distributor relationships in over 80 countries across the world. In 2017 Niteo Products, LLC, a portfolio company of Highlander Partners, L.P., acquired Cyclo Industries from Pidilite USA, Inc.

ICONIC BRANDS
The Cyclo brand was developed in 1959 in the United States. The first product launched was Carb Clean Fast Gum Cutter. The portfolio soon expanded to include an array of specialty chemical products. In 2000, Cyclo Industries acquired the brands Rally & No.7 from Clorox Corporation, followed by Tanners Preserve in 2003.

OUR PURPOSE 
To build a sustainable high growth Specialty Chemicals company in the Performance, Maintenance, and Appearance market by: 
-	Using market driven insights
-	Increasing the value of our brand
-	Delivering high quality products and services to our customers and consumers

CAREERS
As we continue to grow at Cyclo, we are always interested in adding exceptional individuals to our team.  We know that building a strong team will ultimately help us achieve our goals. A job at Cyclo is a career shaped by you, we offer developmental opportunities, benefits and a working culture that embraces team work and diversity.  
-	Competitive salary
-	Great benefits: Medical, Dental, Vision, Short term disability, Long term disability, Life Insurance & 401K 
-	Paid vacation and holidays","Chemical Manufacturing","11-50 employees","Public Company","Jupiter, FL","United States","cyclo.com","https://www.linkedin.com/company/cyclo-industries",,,,,
,"Sterling Chemicals","✅ Sterling Chemicals","Sterling Chemicals",,"Chemical Manufacturing","201-500 employees","Public Company",,"United States","sterlingchemicals.com","https://www.linkedin.com/company/sterling-chemicals",,,,,
,"Garrison Minerals","✅ Garrison Minerals","Garrison Minerals","The GARRISON MINERALS team is comprised of industry experts with the customer service know how to provide safe and cost-effective options for your desired result.  Our extensive knowledge of industrial, municipal, environmental and pharmaceutical applications ensures a positive customer experience.

We concentrate primarily on magnesium materials in their hydroxide, oxide and carbonate forms.  GARRISON MINERALS is one of the few suppliers that distributes Mg(OH)2 as a dry powder and as a liquid slurry.

Contact us today to discuss how we can become your preferred magnesium supplier!","Chemical Manufacturing","11-50 employees","Privately Held","Wheat Ridge, Colorado","United States","garrisonminerals.com","https://www.linkedin.com/company/garrison-minerals",,,,,
,"Pencco, Inc.","✅ Pencco","Pencco","At Pencco, we are dedicated to performing at the highest level so our customers can do the same. 

We are a chemical company that specializes in water treatment services for municipal and industrial use, innovating unique solutions for each customer's need. We are committed to providing personalized service and reliable products, based upon traditional values of integrity and trust.","Chemical Manufacturing","51-200 employees","Privately Held","Sealy, TX","United States","pencco.com","https://www.linkedin.com/company/pencco",,,,,
,"Chemicals Incorporated","✅ Chemicals","Chemicals","Specializing in toll and custom manufacturing of a wide variety of chemicals
In business with several companies including fortune 500 companies
Exceptional services include product development, optimization, scale up, and commercialization
We operate on fundamentals of safety, quality, integrity and timely delivery
We pride in our strong work ethics, confidentiality, reliability, strive for continual improvement
100% customer satisfaction is our main driving force","Chemical Manufacturing","51-200 employees","Self Owned","Baytown, Texas","United States","chemicalsinc.com","https://www.linkedin.com/company/chemicalsincorporated",,,,,
,"US Coatings","✅ US Coatings","US Coatings","Focused on consistent quality and customer service, US Coatings is a full line industrial coating and lining manufacturer.  We pride ourselves on being agile enough to customize products to fit the needs of our clients, including project line evaluations, site-specific troubleshooting, and custom coating development. 

In addition to our top-of-the-line products, US Coatings supplies owners with individualized, professional surveys for each site, allowing the customer to bring experienced professionals, armed with the latest technology, directly to their project. With NACE certified inspection in house and SSPC certified inspection on staff, they can provide owners with coating system recommendations alongside proper QC/QA plans for application.","Chemical Manufacturing","11-50 employees","Privately Held","Houston, Texas","United States","uscoatings.com","https://www.linkedin.com/company/us-coatings",,,,,
,"BioChem Systems","✅ BioChem Systems","BioChem Systems","For over 40 years, BioChem Systems has been a leader in the replacement of hazardous solvents in the workplace with safer alternatives. 

We dig deep to understand what matters most to our customers, and then we use our decades of experience across many industries, the deep knowledge of our world-class team of chemists and engineers, and basic common-sense to produce the safest and most effective cleaning and degreasing solutions available.","Chemical Manufacturing","51-200 employees","Privately Held","The Woodlands, Texas","United States","biochemsystems.com","https://www.linkedin.com/company/biochem-systems",,,,,
,"Lincoln Chemical Corporation","✅ Lincoln Chemical","Lincoln Chemical","Lincoln Chemical Corporation is a manufacturer and supplier of chemicals for metal cleaning, surface pretreatment, metalworking, industrial cleaning, process water treatment and more. With our highly specialized line of over 700 products we are your single source for specialty chemicals. We understand that taking care of the customer is the foundation of successful and productive business relationships. Our formula is simple. Industry leading service combined with experience, convenience, flexibility and quality equals innovative solutions with distinct customer advantages.

Lincoln Chemical products are manufactured and distributed through a rigid quality control system that is ISO 9001: 2008 certified. Our regulatory compliance unit remains current with all changing local, state, and federal regulations governing the labeling, transportation, storage, safety, and use of our specialty chemicals.

Our 20,000 square foot facility in Elkhart, Indiana is equipped to allow for in-house blending of Lincoln Chemical's full line of products. We have a full chemistry lab as well as an applications and engineering lab for testing of customer parts, complete with an eight stage washer, salt spray chamber, spray wand station, powder coating booth, and cure oven. 

Exceptional service is our promise to you. Our knowledgeable sales team is dedicated to assisting each individual customer with their specific needs. We work proactively with our customers to develop chemistries and solutions to meet their needs. Your schedule is our priority. We deliver quick lead times and accurate orders to keep you on time and on budget.

Lincoln Chemical Corporation is a member of the Powder Coating Institute and Chemical Coaters Association International.","Chemical Manufacturing","11-50 employees","Privately Held","Elkhart, IN","United States","lincolnchemical.com","https://www.linkedin.com/company/lincoln-chemical-corporation",,,,,
,"Reagens Usa Inc","✅ Reagens Usa","Reagens Usa","Reagens USA, located in Pasadena,TX, was established in 2003 to service  mainly the Central and North American markets and has grown to be one of the leading suppliers of this region. This site manufactures a wide range of tin based stabilizers and lubricants for PVC; recently it's been enhanced further by a major investment in a unit for the manufacture of solid Calcium,-Zinc based stabilizer systems. Alongside the products for PVC, a wide range of thioesters are manufactured for thermoplastics.
A strong Sales and Technical team supports the manufacturing activity.","Chemical Manufacturing","11-50 employees","Privately Held","Pasadena, Texas","United States","reagens-group.com","https://www.linkedin.com/company/reagens-usa-inc",,,,,
,"Kisuma Americas, Inc.","✅ Kisuma Americas","Kisuma Americas","Kisuma Americas, Inc. is a subsidiary of Setolas Holdings, Japan. 
Our products and innovative magnesium-based technology are the market standards in pharmaceutical, nutraceutical and polymer additives. We are absolutely committed to innovation, quality, best practices and above all, improving people's lives from our customers to the communities in which we operate.","Chemical Raw Materials Manufacturing","11-50 employees","Privately Held","Houston, Texas","United States","kisuma.us","https://www.linkedin.com/company/kisuma-americas-inc-",,,,,
,"Advanced Chemical Concepts, Inc.","✅ Advanced Chemical Concepts","Advanced Chemical Concepts","Advanced Chemical Concepts, Inc., sole purpose is to bring added value to both our customers and our vendors. ACC accomplishes this by creating sustainable, win/win relationships with all of whom we interact with. We will successfully achieve this while maintaining the highest amount of integrity, honesty and a deep appreciation for the opportunity to be of service to our customers.   
Advanced Chemical Concepts, Inc., was incorporated in 2006 with a very simple premise in mind … establish a company that provides a value added service that the chemical industry wants and needs. Since our inception, we have emerged within the market as a preeminent resource, and we are committed to maintaining this integrity by providing the highest level of optimum service.
We are a company with over 50 years of combined experience in producing, selling and managing chemicals and chemical companies. We have strategic stocking locations throughout the upper Midwest and are continually expanding our reach, both geographically and with product offering.","Chemical Manufacturing","11-50 employees","Privately Held","Strongsville, Ohio","United States","advancedchemicalconcepts.com","https://www.linkedin.com/company/advanced-chemical-concepts-inc-",,,,,
,"ACMOS, Inc.","✅ ACMOS","ACMOS","ACMOS is a fourth-generation family-owned company that specializes in the development, manufacturing, and marketing of high performance release agents for various molding processes. Our primary markets include polyurethane, rubber, composites, foundry, metal, glass, wood, and thermoplastics. ACMOS is headquartered in Germany with subsidiaries and representatives around the world.","Chemical Manufacturing","51-200 employees","Privately Held","Wexford, Pennsylvania","United States","acmos.com","https://www.linkedin.com/company/acmosinc",,,,,
,"Skyhawk Chemicals inc.","✅ Skyhawk Chemicals","Skyhawk Chemicals","Skyhawk sells chemicals along the Gulf Coast, primarily serving customers in the industrial sectors. We concentrate our efforts on refineries, chemical plants, utilities, paper mills and smelters. Our largest customers include ExxonMobil, Rohm & Haas, Cabot, Honeywell and GE Betz.","Chemical Manufacturing","11-50 employees","Privately Held","Houston, TX","United States","skyhawkchemicals.com","https://www.linkedin.com/company/skyhawk-chemicals-inc.",,,,,
,"Apter Industries Inc","✅ Apter Industries","Apter Industries","For over 50 years, Apter Industries has manufactured wholesale cleaning chemicals that produce maximum results with minimum effort. Our safe and fast working products save time and money. Managers love the cost savings, Frontliners love getting better results with less effort. With high quality raw materials and innovative formulas, we drive results for C-Stores, Food Service, Facility Managements, and more.","Chemical Manufacturing","11-50 employees","Privately Held","Rillton, Pennsylvania","United States","apterindustries.com","https://www.linkedin.com/company/apter1",,,,,
,"CHEMEON Surface Technology","✅ CHEMEON Surface Technology","CHEMEON Surface Technology","CHEMEON Surface Technology with roots dated back to 1994, is a B2B provider offering hard material surface engineering solutions to its global customers. CHEMEON is the only Woman Owned Small Business in the world that is licensed by the US Navy to manufacture and provide MIL-SPEC QPD/QPL Hex Free/Trivalent Chromate Conversion Technology, specifically TCP-HF, TCP-HF EPA, TCP-HF SP and TCP-NP.

CHEMEON’s comprehensive line of surface finishing chemistry is a one-stop solution for all needs including extending corrosion resistance, sealing, improving paint adhesion, and coating durability. These solutions are designed to increase productivity and profitability, while improving consistency and elevating the standard of the finishes they provide.

CHEMEON’s patented and proprietary chemistries are internationally recognized for providing environmentally responsible hard material surface treatments and solutions. CHEMEON’s services include parts processing, customized technical support, product testing and analyses, research and development, and advanced surface technology training classes in their Tech Center.","Chemical Manufacturing","11-50 employees","Privately Held","Minden, NV","United States","chemeon.com","https://www.linkedin.com/company/chemeon",,,,,
,"Ver-tech Labs","✅ Ver-tech Labs","Ver-tech Labs","At Ver-tech Labs, we customize chemical programs for car washes that improve performance, lower operating costs and ensure happy customers so you can become the leading car wash in your market.","Chemical Manufacturing","11-50 employees","Privately Held","Rockford, MN","United States","ver-techlabs.com","https://www.linkedin.com/company/ver-tech-labs",,,,,
,"Chemetry","✅ Chemetry","Chemetry","Chemetry Corporation is a clean technology start-up dedicated to redefining how chemicals are made. Just because things have been done a specific way for over 100 years does not mean we should follow the same path. At Chemetry, we are focused on lowering the energy requirement and CO2 footprint of the chemical industry while making these processes safer. 

Chemetry started as a research division within Calera Corporation in 2008.","Chemical Manufacturing","11-50 employees","Privately Held","Moss Landing, California","United States","chemetrycorp.com","https://www.linkedin.com/company/chemetry-corporation",,,,,
,"Elé Corporation","✅ Elé","Elé","Elé Corporation is a leading ISO 9001-2015 certified global manufacturer of specialty additives used in consumer products and industrial applications.  The Company supplies a diverse range of industries, including construction, personal care, agriculture and metal working.  Common end products containing Elé specialty additives include shampoos, conditioners, body washes, hand sanitizers  and home insulation.  All Elé products are manufactured in the United States.","Chemical Manufacturing","51-200 employees","Privately Held","Lyons, Illinois","United States","elecorporation.com","https://www.linkedin.com/company/elecorporation",,,,,
,"ABC Compounding Co., Inc.","✅ ABC Compounding Co.","ABC Compounding Co.","ABC Compounding Company, Inc. is a specialty chemical company offering one of the most comprehensive product offerings in the industry.  Family owned and operated, ABC opened for business in 1950. ABC manufactures chemical cleaning solutions for a broad range of industries and use-cases.  We have expanded our liquid manufacturing and distribution capabilities in our 400,000 square foot facility in Conyers, Georgia.  Our 2021 equipment enhancements to our aerosol plant in Dallas, TX have significantly increased our capacity.  Let us help you grow your business with our wide variety of formulations, packaging options, private label opportunities, research and development, and brand support.  We make it  easy at ABC!","Chemical Manufacturing","51-200 employees","Privately Held","Conyers, GA","United States","abccompounding.com","https://www.linkedin.com/company/abc-compounding-co.-inc.",,,,,
,"Twin-Chemicals","✅ Twin-Chemicals","Twin-Chemicals","Twin Chemicals has a proven history manufacturing exceptional products for the asbestos and lead abatement industry nationwide. We understand and value the needs of the abatement contractor and therefore have developed a product line that meets safety, quality, and design solutions.
From mastic removers, carpet adhesive removers, lead paint strippers, degreasers, asbestos and lead encapsulants, solvents, tile lifter bars, blades, and decontamination showers, contractors feel safe using all our products and recognize they are effective in providing the most efficient means available in the marketplace.","Chemical Manufacturing","11-50 employees","Self Owned","Canton, Georgia","United States","twinchemicals.com","https://www.linkedin.com/company/twin-chemicals",,,,,
,"Fine Chemicals Nigeria Ltd","✅ Fine Chemicals Nigeria","Fine Chemicals Nigeria","Fine Chemicals Nigeria Ltd","Chemical Manufacturing","11-50 employees","Privately Held",,"United States","finechemicalsltd.com","https://www.linkedin.com/company/fine-chemicals-nigeria-ltd",,,,,
,"TKI","✅ TKI","TKI",,"Chemical Manufacturing","201-500 employees","Public Company",,"United States",,"https://www.linkedin.com/company/tki",,,,,
,"Glenn Corp","✅ Glenn","Glenn","Glenn, an Azelis company delivers specialty chemical solutions for the formulation of Beauty Care consumer products, optimizing go-to-market strategies through a differentiated market orientation, technical competence and a collaborative approach.","Chemical Manufacturing","201-500 employees","Public Company","Warwick, Rhode Island","United States","glenncorp.com","https://www.linkedin.com/company/glenn-corp-azelis",,,,,
,"Chemical Methods Inc.","✅ Chemical Methods","Chemical Methods","𝐑𝐞𝐚𝐥 𝐏𝐞𝐨𝐩𝐥𝐞. 𝐑𝐞𝐚𝐥 𝐑𝐞𝐬𝐮𝐥𝐭𝐬.

Chemical Methods, Inc. has been a trusted partner in the manufacturing industry for over five decades. We use real-time data to improve efficiency and reduce costs. Our approach involves gathering, analyzing, interpreting, and acting on data. Process intelligence, automation, and real-time monitoring drive optimization to reduce inefficiency and waste, and ultimately improve profitability.

We are a leading supplier of pretreatment chemistry used in the manufacturing industry. Our product line includes cleaners, paint pretreatment chemistry, metalworking fluids and corrosion inhibitors. We develop custom formulations specifically designed for your production environment, resulting in cost savings compared to off-the-shelf chemistry.

At Chemical Methods, Inc., we take pride in providing exceptional customer service. Our commitment is to help you achieve your production goals while improving your bottom line. Contact us today to learn how our intelligent automation and monitoring technologies can help you cut your product usage and operation costs in half. If you need the right partner to help you optimize your processes and achieve your production goals, look no further than Chemical Methods, Inc.

𝐈𝐧𝐝𝐮𝐬𝐭𝐫𝐢𝐞𝐬 𝐰𝐞 𝐬𝐞𝐫𝐯𝐞: 
• Manufacturing Facilities
• Surface Finishing Sector
• Steel Plants

𝐒𝐩𝐞𝐜𝐢𝐚𝐥𝐭𝐢𝐞𝐬: 
• Metal and Steel Manufacturing
• Metal Fabrication
• Powder Coaters
• Metal and Chemical Pretreatment/ Finishing Solutions
• Anodizing Products
• Cleaners
• Paint Pretreatment Chemistry
• Metalworking Fluids and Corrosion Inhibitors
• Water Table Inhibitors Under Plasma Torches
• Customized Formulations Tailored to Meet Specific Needs

For more information visit: https://chemicalmethods.com/our-approach/ or call us directly at (216) 476-8400.","Chemical Manufacturing","11-50 employees","Privately Held","Brunswick, Ohio","United States","chemicalmethods.com","https://www.linkedin.com/company/chemical-methods-inc-",,,,,
,"Rocky Mountain Reagents Inc","✅ Rocky Mountain Reagents","Rocky Mountain Reagents","Rocky Mountain Reagents Inc is a chemical and lab supply company located in 4621 Technology Drive, Golden, CO 80403. Our products include Acids, Bases, Alcohols, Solvents, Titration Solutions, Indicators, Biological Stains, pH Buffers, gloves and glassware. We serve a variety of industries such as waste water, analytical laboratories, plating, mining, semiconductor, education, medical and veterinary to name a few. 

In addition to our regular line of products, we are a  custom manufacturer. Custom projects vary from custom labeling current products to custom product development, including formulation, packaging, and labeling. We don’t require minimums for our custom manufacturing. We can start small and expand production as demand increases. We also make custom solutions for the lab.","Chemical Manufacturing","11-50 employees","Privately Held","Golden, CO","United States","rmreagents.com","https://www.linkedin.com/company/rocky-mountain-reagents-inc",,,,,
,"KALO, Inc","✅ KALO","KALO","For nearly eight decades, KALO has used the science of common sense to advance agriculture and turf management.

We pioneered legume inoculants. We introduced the first widely used tank mix spreader-activator. We were an early developer of water management products for highly maintained turf and a significant supplier of box seed treatments for soybeans.

We take our tradition of excellence seriously. Every day, we help turf managers and growers do their jobs more easily, more profitably and with great respect for the environment.

From our acquisition in 1968 by Marion Laboratories to our purchase in 1973 of Colloidal Products Corporation to our emergence in 1981 as an independent company, our way of developing reliable products rooted in world-class science has won us legions of loyal customers.

Today, our high-quality line of products includes Regulaid Spreader-Activator, Spray Start blend of AMS, Tournament-Ready Soil Surfactant, Hydro-Wet Soil and Turf Wetting Agent, Dri Nonionic Surfactant, Tronic Crop Oil/MSO Replacement, Empiric and Mainstay Low Rate Nonionic Surfactants, Fraction Ammonium Sulfate Replacement, as well as drift suppressant, deposition and antifoam agents and a vast portfolio of private label products for top companies nationwide.

Thanks for visiting KALO. Please contact us today to find out how we might put the science of common sense to work for you.","Chemical Manufacturing","11-50 employees","Privately Held","Overland Park, KS","United States","kalo.com","https://www.linkedin.com/company/kalo-inc",,,,,
,"Veckridge Chemical","✅ Veckridge Chemical","Veckridge Chemical","Family owned since 1949, Veckridge Chemical has built a reputation in having exceptional service by providing our customers with all of their chemical needs.  Our knowledge of the chemical industry and its network, along with the added flexibility of having our own trucking fleet, has made us one of the leading chemical distributors on the East coast.","Chemical Manufacturing","11-50 employees","Privately Held","South Kearny, NJ","United States","veckridge.com","https://www.linkedin.com/company/veckridge-chemical",,,,,
,"Penntek Industrial Coatings","✅ Penntek Industrial Coatings","Penntek Industrial Coatings","Penntek offers the most advanced technologies available on the market for floor coating systems. Designed for ultimate durability and style in residential, commercial, and industrial environments, our floor systems offer the best in form and function. We provide a vast selection of concrete floor coatings for a variety of applications.","Chemical Manufacturing","11-50 employees","Privately Held","Lakeville, Minnesota","United States",,"https://www.linkedin.com/company/penntek-industrial-coatings",,,,,
,"RVT Process Equipment, Inc.","✅ RVT Process Equipment","RVT Process Equipment","RVT Process Equipment GmbH, formerly Rauschert Verfahrenstechnik GmbH, has offered a full array of products and services to the chemical and petrochemical industries for more than 30 years. We offer a complete line of random and structured packing, column internals, and mass transfer trays; as well as turnkey units for specific environmental and process applications.

Together with our subsidiaries, RVT Process Equipment, Inc. in Knoxville, Tennessee, USA and RVT Process Equipment Ltd. in Kunshan, China along with 17 representatives all over the world, we provide our customers with our products and services in a prompt and reliable manner.

We offer a complete range of random packing from ceramic balls to high performance packings such as our proprietary Hiflow Ring design. All of our random packings are available in a wide range of sizes, types, and materials which include various metals, plastics and ceramics.
Our scope of supply for column internals covers the entire range from liquid distributors to support grids; and from gas distributors to mist eliminators.

RVT Process Equipment offers mass transfer trays in a wide variety of configurations including sieve trays, valve trays, dual flow trays, cascade trays, and tunnel trays as well as special designs for foaming media.

In addition to a wide variety of metals, our column internals and mass transfer trays can be supplied in an assortment of thermoplastics including PP, PPH, PE, PVC, PVC-C, PVDF, PTFE, TFM, and PFA.","Chemical Manufacturing","11-50 employees","Privately Held","Knoxville, TN","United States","rvtpe.com","https://www.linkedin.com/company/rvt-process-equipment-inc",,,,,
,"Radco Industries, Inc.","✅ Radco Industries","Radco Industries","Radco Industries specializes in the manufacture of high quality specialty fluids and lubricants that encompass a broad spectrum of applications and temperature ranges. An engineering-based company, we also offer expert technical support and an array of valuable services based on industry knowledge spanning more than 40 years. We apply this approach to create a customer experience that is friendly, efficient and seamless.
  
Our two branded product lines, XCELTHERM and RADCOLUBE, fulfill a wide range of global military applications and heat transfer requirements. Our Xceltherm products are used extensively worldwide in cutting-edge green initiatives such as the solar energy sector.
 
We design and manufacture each product to deliver superior performance for its intended application. All Radco products are supported by Radco’s ISO 9001 Quality System and are certified in our state-of-the-art testing and R&D laboratories.
 
 
From designing and manufacturing products for long life to selecting environmentally responsible raw materials and providing reprocessing services for every fluid we produce, our team constantly looks for ways to reduce environmental impact. Every product across our entire product line can be returned to Radco for reprocessing, saving clients money while also benefiting the environment.
 
Radco is a privately held company with three manufacturing facilities in Illinois.  Headquartered in Batavia, Illinois, USA, Radco's customers span six continents.","Chemical Manufacturing","11-50 employees","Privately Held","Batavia, Illinois","United States","radcoind.com","https://www.linkedin.com/company/radco-industries-inc-",,,,,
,"Angstrom Technologies, Inc.","✅ Angstrom Technologies","Angstrom Technologies","Angstrom Technologies, Inc. is the leading manufacturer and supplier of UV Fluorescent Security Pigments, Dyes, Taggant, Toner, Optical Variable Pigments, and Electronic Detection Systems. Providing Solutions for: Brand Protection, Anti- Counterfeiting, and Document Security.  In 2023, Angstrom Technologies will be celebrating its 40th year as a corporation based in the United States.","Chemical Manufacturing","11-50 employees","Public Company","Florence, Kentucky","United States","angtech.com","https://www.linkedin.com/company/angtech",,,,,
,"ARMEX","✅ ARMEX","ARMEX","ARMEX the Original Baking Soda Abrasive
Sodium Bicarbonate (baking soda) abrasive blasting originated back in the 1980’s during the restoration of the Statue of Liberty. During the planning of the project, Church & Dwight Co., Inc. maker of ARM & HAMMER baking soda was contacted by the engineers looking for a way to remove the final two interior coating layers without damaging Lady Liberty’s delicate copper skin. Through trial and error the engineers tested many different blasting abrasives and discovered that Sodium Bicarbonate had extraordinary cleaning and coating removal properties while not causing any surface damage. Following this success, Church & Dwight Co., Inc. launched the first Sodium Bicarbonate blasting abrasive, ARMEX.  


Not All Sodium Bicarbonates are the Same 
ARMEX formulations are unique and distinct from other Sodium Bicarbonate blasting abrasives. Sodium Bicarbonate comes in different grades of material which affects product quality and consistency. ARMEX formulations are manufactured in a consistent process and controlled environment using the highest grade of Sodium Bicarbonate available. This is what makes ARMEX the most consistent and highest quality Sodium Bicarbonate on the market. ARMEX Sodium Bicarbonate comes in different granule sizes ranging from 70 to 270 microns. The micron size will determine the degree of aggressiveness of cleaning with 270 microns providing the highest/extreme level of cleaning and 70 microns for more light/delicate cleaning. An additional benefit of ARMEX products are flow aids and advance moisture control additives which will prevent vapor blast equipment from clogging. Sodium Bicarbonate is a natural desiccant and loves to absorb water. Without these flow aids and advance moisture control additives, traditional Sodium Bicarbonates would clog vapor blast equipment. In addition it helps to preserve ARMEX when stored in high moisture environments. When used in high moisture environments.","Chemical Manufacturing","11-50 employees","Public Company","PRINCETON, New Jersey","United States","armex.com","https://www.linkedin.com/company/armex",,,,,
,"TMA/Chemnet Systems","✅ TMA/Chemnet Systems","TMA/Chemnet Systems","Since 1996 TMA/Chemnet Systems has been manufacturing a complete line of warewash & laundry products, hard surface cleaners, disinfectants and sanitizers.  With our team of Soapers, we focus our efforts on working closely with our 60+ distributors across the country, consisting of independent food service distributors and janitorial supply companies, to grow and secure their customer base while maximizing their profitability and educating both distributor employees and end-users alike.  

Understanding that no two distributors are exactly the same, we don’t believe their chemical programs should be either.  We build customized programs to fit each individual distributor’s needs.  This may include assisting in developing a private label program or marketing material, an abundance of in-the-field sales or installation assistance and training, attending food shows and sales meetings, or building customized products to fit the needs of your customers.  Whatever your issues are, We’re Soapers…We Understand and are here to help.","Chemical Manufacturing","11-50 employees","Privately Held","Florence, KY","United States","chemnet-systems.com","https://www.linkedin.com/company/tma-chemnet-systems",,,,,
,"Endurance Technologies Inc.","✅ Endurance Technologies","Endurance Technologies","Custom formulated epoxies and polyurethanes for the industrial and consumer markets.","Chemical Manufacturing","11-50 employees","Self Owned","South St Paul, Minnesota","United States","epoxi.com","https://www.linkedin.com/company/endurance-technologies-inc",,,,,
,"DayGlo Color Corp","✅ DayGlo Color","DayGlo Color","It's Color. Only Better.
 
Day-Glo Color Corp. is the world's largest manufacturer of daylight fluorescent pigments. We develop technologies that improve and enhance any color, from subtle specialty effects, to glow-in-the-dark pigments, to our classic range of fluorescents.
 
We're proud of our heritage and the role our fluorescents played in pop culture history. From the days of disco to punk rock and pop-art posters to graffiti on the Berlin wall - no matter the trend, no matter the event, Day-Glo was there, making things brighter, bolder, and so much cooler! But there's a lot more to Day-Glo than just fluorescents.

With our extensive technical expertise and diversified product lines, Day-Glo has served the world's color marketplace since the 1930's. At Day-Glo, we make colors better - richer reds, brighter oranges, deeper greens, and even colors that glow in the dark!

Discover for yourself our custom color solutions for packaging and consumer goods, plastics, graphic arts, paints and coatings, dyes and textiles, as well as the personal care and cosmetics ingredients industries.

Day-Glo was founded in 1946 by Bob and Joe Switzer, who originally experimented with certain dyes and resins that produced bright colors that had the unique effect of glowing under ultraviolet light. These unique effects were originally used in magic shows and theater. As the chemistry and manufacturing process improved, the areas of application expanded.

In 1991 Day-Glo was purchased by its current owner, RPM, Inc., a worldwide producer of coatings, sealants and specialty chemicals. Today Day-Glo's technology has continued to grow and the company has developed products for many other industries including security pigments, and consumer products.","Chemical Manufacturing","201-500 employees","Public Company","Cleveland, OH","United States","dayglo.com","https://www.linkedin.com/company/day-glo-color-corp",,,,,
,"Polysciences, Inc.","✅ Polysciences","Polysciences","Polysciences, Inc. is a manufacturer of fine and specialty chemical materials for industrial, consumer, academic research and biotechnology applications.

For six decades Polysciences, Inc. has developed and manufactured a wide range of products for customers working within the life sciences, histology, microsopy, immunology, monomer and polymer, microparticles, electronic chemicals and personal care markets.","Chemical Manufacturing","51-200 employees","Privately Held","Warrington, PA","United States","polysciences.com","https://www.linkedin.com/company/polysciences-inc-",,,,,
,"Shamrock Technologies","✅ Shamrock","Shamrock","Headquartered in Newark, NJ, Shamrock Technologies is a leading global manufacturer and supplier of specialty additives. Our products are found in Inks & Coatings, Greases, Lubricants, Thermoplastics, and more. Using advanced technology and sophisticated production equipment, combined with our state-of-the-art Application and R&D laboratories, Shamrock creates products to help customers meet their challenging formulation needs.","Chemical Manufacturing","201-500 employees","Privately Held","Newark, NJ","United States","shamrocktechnologies.com","https://www.linkedin.com/company/shamrocktech",,,,,
,"Stardust Power, Inc.","✅ Stardust Power","Stardust Power","Stardust Power is a developer of battery-grade lithium products designed to bolster America’s energy leadership by building resilient supply chains. Stardust Power is developing a strategically central lithium refinery in Muskogee, Oklahoma with the anticipated capacity of producing up to 50,000 metric tons per annum of battery-grade lithium. The Company is committed to sustainability at each point in the process. Stardust Power trades on the Nasdaq under the ticker symbol “SDST.” 

For more information, visit www.stardust-power.com","Chemical Manufacturing","11-50 employees","Public Company","Greenwich, Connecticut","United States","stardust-power.com","https://www.linkedin.com/company/stardust-power",,,,,
,"GEO Specialty Chemicals, Inc.","✅ GEO Specialty Chemicals","GEO Specialty Chemicals","GEO Specialty Chemicals, Inc. is known as a world leader in providing high-quality, cost-effective specialty chemicals.

That’s the reputation we have earned since we first opened for business in 1993. And that’s the reputation we intend to keep.

Founded in 1993, GEO has grown through strategic acquisition and commitment to niche markets to become a leading supplier of specialty chemicals.

GEO currently manufactures over 300 products for a broad customer base of more than 1,000.

The company is proud of its reputation for meeting customer requirements exceeding expectations for quality, and solving customer problems.

In addition the company manufactures products in a manner that shows its strong commitment to safety and environmental compliance that benefits employees, customers and the communities in which we operate.

GEO markets include: water treatment; coating and resin additives; specialty acrylic monomers; consumer additives; plus a broad range of dispersants, surfactants, and other additives for the concrete admixtures, synthetic rubber polymerization, gypsum processing and oil well drilling markets.","Chemical Manufacturing","501-1,000 employees","Privately Held","Ambler, Pennsylvania","United States","geosc.com","https://www.linkedin.com/company/geo-specialty-chemicals",,,,,
