"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Phenova","✅ Phenova","Phenova","Phenova, located in Golden, CO, is a leading ISO 17043 accredited provider of proficiency testing products and services, quality control standards and an ISO 17025/ISO Guide 34 accredited manufacturer of certified reference materials.  As a subsidiary of Phenomenex, Inc. we are passionate about analytical chemistry, and we pride ourselves on providing unique products and services that directly benefit our customers worldwide.  

 Phenova started over a decade ago.  Immediately upon joining forces with Phenomenex, considerable investments were made towards capacity expansion and ambitious improvement objectives, which would otherwise have taken years to accomplish.  Our clients and employees are the driving force behind these investments and each and every action we take is in an effort to increase the value we deliver to those we are fortunate and privileged to serve.","Chemical Manufacturing","11-50 employees","Public Company","Golden, Colorado","United States","phenova.com","https://www.linkedin.com/company/phenova",,,,,
,"Sunshine Biotechnology International Co.,Ltd","✅ Sunshine Biotechnology International Co.,Ltd","Sunshine Biotechnology International Co.,Ltd","Sunshine Biotech International Co,. Ltd. --- one of the largest organic acid producer in the world , which has two offices with distribution center located in Los Angeles and New Jersey to serve the whole land of the USA. 
Our company is the subsidiary of China BBCA group Co.,Ltd which is one of the largest science and technology corporations in bio-chemical, bio-energy and bio- Pharmaceutical field. BBCA Group has 8,700 employees with subsidiaries and factories in China , Argentina , the USA, France, Belgium, Brazil, Thailand.
Meanwhile, we are also a profressional chemical sourcing company which has a professional team who can supply all kinds of chemical and material in good quality and price from China.

----Our products:

1. Citric acid * Sodium citrate * DL-malic acid * Fumaric acid * Tartaric acid * Lactic acid
2. Ascorbic acid * D-biotin * Vitamin A * Vitamin B5 * Vitamin B6 * Folic acid * Vitamin E 
3. Alanine * Aspartic Acid * Lysine * Threonine 
4. Glucose * Fructose * Maltodextrin * Sorbitol * Mannitol * Corn starch * GDL
5. Inositol * Inositol nicotinate * Collagen 
6. Other chemicals","Chemical Manufacturing","201-500 employees","Partnership","Somerset, New Jersey","United States","sunshinethai.net","https://www.linkedin.com/company/sunshine-biotechnology-international-co.-ltd",,,,,
,"Seacon Corporation","✅ Seacon","Seacon","Founded in 1995, we are a manufacturer and processor of specialty chemicals located in Charlotte, NC supplying leading manufacturers in the Plastics and Rubber industries. All Seacon products are made in USA at our Charlotte facility with our primary ingredients sourced from strategic suppliers in Indonesia. 

Our Philosophy is to establish long term relationships with customers which reward a deep effort to understand their needs and challenges. Seacon’s vertically integrated production facility, in-house laboratory providing research and development with a “Customer First” focus provide our customers with a great experience. 

Please let us know how we can be of service to your organization.","Chemical Manufacturing","11-50 employees","Privately Held","Charlotte, North Carolina","United States","seaconcorp.com","https://www.linkedin.com/company/seacon-corporation",,,,,
,"SD Chemical LLC","✅ SD Chemical","SD Chemical","We are one of the leaders among manufacturers and suppliers of Dyestuff & Dyes, Textile Dyestuff, Pigments, Colorants offered by SD Chemical LLC, Cibolo, Texas, USA","Chemical Manufacturing","51-200 employees","Self Employed","Cibolo, Texas","United States","sdchemical.us","https://www.linkedin.com/company/sdchemicalus",,,,,
,"Aseptic Health, LLC","✅ Aseptic Health","Aseptic Health","Aseptic Health, LLC is committed to changing the way the world cleans by creating more effective and safer cleaning products. Our innovation also extends into equipment, processes, protocols and certifications to promote Clinically Clean results in every environment. In unprecedented times, Aseptic Health is meeting the current and future needs of society. We will have an impact on every industry and every walk of life. Not just for our own benefit, but for the good of humankind. Our motto is New Clean. More Life. By providing new, safer cleaning technologies we are providing a way for people to live longer.","Chemical Manufacturing","11-50 employees","Privately Held","Nashville, TN","United States","aseptichealth.com","https://www.linkedin.com/company/aseptic-health-llc",,,,,
,"LANSING SANITARY SUPPLY, INC.","✅ LANSING SANITARY SUPPLY","LANSING SANITARY SUPPLY","LANSING SANITARY SUPPLY, INC. is an organization offering facility supply solutions to our customers while providing opportunities for the organization and its employees to grow and prosper.","Chemical Manufacturing","11-50 employees","Privately Held","Lansing, Michigan","United States","lssclean.com","https://www.linkedin.com/company/lansing-sanitary-supply-inc-",,,,,
,"Century Chemical Corp","✅ Century Chemical","Century Chemical","Century Chemical is a manufacturer of high-quality sanitation products across a multitude of industries.  Serving outdoor enthusiasts and organizations in Agriculture, Automotive, Aviation, Campground, Charter Bus, Glamping, Marine, Portable Sanitation, RV, Waste Treatment, and more!  Contact us for help with your turnkey contract manufacturing or private label needs.","Chemical Manufacturing","11-50 employees","Partnership","Elkhart, Indiana","United States","centurychemical.com","https://www.linkedin.com/company/century-chemical-corp",,,,,
,"TubeMaster, Inc.","✅ TubeMaster","TubeMaster","TubeMaster, Inc. is the world's premier technology, service, and product provider in reactor catalyst handling. We specialize in catalyst change out, leading-edge patented catalyst technology, and custom designed handling equipment. 

TubeMaster operates on a global basis, having tested 6,000,000+ tubes in over 20 countries over 17 years with a 100% safety record. TubeMaster also holds more than 100+ patents and is the world's fastest and most accurate pressure drop testing company.","Chemical Manufacturing","11-50 employees","Privately Held","Louisville, KY","United States","tubemasterinc.com","https://www.linkedin.com/company/tubemaster-inc.",,,,,
,"Mixtures Specialty Section SOT","✅ Mixtures Specialty Section SOT","Mixtures Specialty Section SOT","The Mixtures Specialty Section was founded in 2006. The main objectives of MixSS are to: 1) serve as the focal point for interaction of members within the Society of Toxicology interested in mixtures toxicology. 2) develop, propose, and conduct programs and educational activities that emphasize the latest developments in mixtures toxicology. 3) relate those developments to the activities of the Society of Toxicology and to stimulate new growth in mixtures toxicology as it relates to the science of toxicology.","Chemical Manufacturing","11-50 employees","Non Profit","Reston, Virginia","United States","toxicology.org","https://www.linkedin.com/company/mixss",,,,,
,"Cymer Chemicals","✅ Cymer Chemicals","Cymer Chemicals","Cymer Chemicals is a synthetic, organic chemical manufacturer with the technological expertise, equipment, and capacity to meet the most demanding requirements. Cymer operates two plans, in Dayton TN and Decatur, TN. 

Contract Chemical Manufacturing
Cymer custom chemical manufacturing services uses the cooperation and support of an integrated and multifaceted team which can work seamlessly across organizational, commercial and even international boundaries.  

Polyamide-Imide Resins
Polyamide-imide (PAI) resins are thermoset ultra-polymers that are robust, chemical resistant and thermally stable.  The polymers typically withstand extended service temperatures higher than 250º C","Chemical Manufacturing","51-200 employees","Privately Held","Dayton, Tennessee","United States","cymerchemicals.com","https://www.linkedin.com/company/cymer-chemical",,,,,
,"Advanced ChemBlocks Inc (AChemBlock)","✅ Advanced ChemBlocks","Advanced ChemBlocks","Founded in 2010 by a drug discovery scientist, Advanced ChemBlocks Inc. is a leading global supplier of novel chemical building blocks for drug discovery. Our mission is to provide cutting-edge molecules to support clients around the world in drug discovery and biological research.

Customer synthesis, Scale-up, Manufacture","Chemical Manufacturing","11-50 employees","Privately Held","Hayward, California","United States","achemblock.com","https://www.linkedin.com/company/advanced-chemblocks-inc-achemblock-",,,,,
,"Deco•Chem Inc.","✅ Deco•Chem","Deco•Chem","Deco•Chem Inc. is a Specialty Ink & Coating Manufacturer headquartered in Mishawaka, IN. Since it's foundation in 1972, Deco•Chem continues to ""Formulate for the Future"" & provide custom solutions to collaborators in the automotive, appliance, and nameplate industries.","Chemical Manufacturing","11-50 employees","Privately Held","Mishawaka, Indiana","United States","decochem.com","https://www.linkedin.com/company/decochem",,,,,
,"Champion Company","✅ Champion","Champion","Champion is the leading manufacturer focused exclusively on embalming fluids, chemicals, and other embalming products. With a full line of specialty embalming products for difficult cases as well as general embalming products, Champion is the right choice for all your embalming needs.  When you only have one chance, choose The Embalming Solution Experts – Champion. To learn more, call 800-328-0115","Chemical Manufacturing","51-200 employees","Privately Held","Springfield, Ohio","United States","thechampioncompany.com","https://www.linkedin.com/company/championcompany",,,,,
,"SciReg, Inc.","✅ SciReg","SciReg","SciReg, Inc., is a  leading scientific, regulatory, and quality assurance consulting firm serving clients worldwide in the pesticide, plant growth promotion and protection, pharmaceutical, animal health, and chemical industries. The core business of the company involves obtaining and maintaining product approvals with the U.S. Environmental Protection Agency (EPA), the U.S. Food and Drug Administration (FDA), and other U.S. and international regulatory authorities. The company is conveniently located in Northern Virginia, close to EPA and FDA headquarters in the Washington, DC metropolitan area.","Chemical Manufacturing","11-50 employees","Privately Held","Woodbridge, Virginia","United States","scireg.com","https://www.linkedin.com/company/scireg-inc-",,,,,
,"New Age Chemical","✅ New Age Chemical","New Age Chemical","New Age Chemical is a broad line manufacturer of cleaners and lubricants used in a most industries. In an effort to set ourselves apart from others, New Age has committed itself to formulating and producing optimum products that fit specific needs which allow our customers to be competitive in today’s market. The problem solving capabilities of the New Age team enable us to formulate for applications where standard products are not satisfactory. This type of innovation has led to the development of hundreds of diverse products, which are now a part of our line. These customized technological developments, combined with superior field service and easy product accessibility make the New Age approach the sensible solution to industrial chemical needs.","Chemical Manufacturing","11-50 employees","Privately Held","Delafield, Wisconsin","United States","newagechemical.com","https://www.linkedin.com/company/new-age-chemical",,,,,
,"Epoxy2U","✅ Epoxy2U","Epoxy2U","Welcome to E2U, a top quality USA-made liquid polymer manufacturing company.  Our products can be used in decorative coatings, concrete repair compounds and a wide range of chip, quartz and broadcast systems giving years of beautiful surface protection.

At E2U our continued product development is based on decades of on-site experience, therefore offering helpful practical advice and delivering economical solutions to fulfill the varied needs of our customers. 

Equipped with the latest technology E2U is capable of “tailoring” a formula to suit your specific needs.  Commitment to keeping up with “state of the art” technology, places E2U as a market leader.","Chemical Manufacturing","51-200 employees","Privately Held","Phoenix, Arizona","United States","e2u.com","https://www.linkedin.com/company/epoxy2u",,,,,
,"Synerzine","✅ Synerzine","Synerzine","Synerzine is a leading supplier of flavor and fragrance ingredients. Synerzine expresses what we have grown to embody as an organization — the synergy and connection between raw ingredients, science, technology, and the final product. Our experienced team is passionate about bringing our customers high-quality innovative ingredients that they can trust.","Chemical Manufacturing","11-50 employees","Privately Held","Ellenwood, Georgia","United States","synerzine.com","https://www.linkedin.com/company/synerzine",,,,,
,"R&S Compliance Group","✅ R&S Compliance","R&S Compliance","R&S Compliance Group specializes in a full compliment of regulatory compliance auditing, compliance training, consulting, and management services for workplace health and safety.


We are committed to offering the highest quality of products, creating efficiencies, maintaining regulatory compliance, and assisting in our customers’ development toward greater success.  
Our associates offer you expertise from years of experience in industrial settings. They are among the leaders in the chemical, transportation, environmental, distribution, and regulatory industries.  The management staff includes credentialed professionals such as Certified Safety Professionals (CSP), Certified Hazardous Materials Managers (CHMM), Certified Environmental, Health and Safety Trainers (CET), Certified Environmental Specialists (CES), Professional Geologists (PG), and Professional Engineers (PE) to name a few,  to ensure our services meet current standards.","Chemical Manufacturing","11-50 employees","Privately Held","Tampa, Florida","United States","rscompliance.com","https://www.linkedin.com/company/r&s-compliance-group",,,,,
,"SEMCORP Manufacturing USA","✅ SEMCORP Manufacturing USA","SEMCORP Manufacturing USA","SEMCORP is the first Chinese separator enterprise to set up a factory in the United States, and its subsidiary, the Ohio SEMCORP Factory, is its first lithium-ion battery separator factory established in North America. Its main businesses include the production and sales of lithium-ion battery base film and functional coating separator.","Chemical Manufacturing","11-50 employees","Partnership","Sidney, Ohio","United States",,"https://www.linkedin.com/company/semcorp-manufacturing-usa",,,,,
,"US Amines LLC","✅ US Amines","US Amines","U. S. Amines continues a 30-year tradition 
in the manufacture and marketing of the world's 
highest quality synthetic Alkyl and Allyl amines.","Chemical Manufacturing","201-500 employees","Privately Held",,"United States","usamines.com","https://www.linkedin.com/company/us-amines-llc",,,,,
,"Pasifika Eagle Chemicals Limited","✅ Pasifika Eagle Chemicals Limited","Pasifika Eagle Chemicals Limited","EXECUTIVE SUMMARY

PECL is 100% a nationally owned company. It was incorporated on the 09th October, 2007 with IPA of PNG after furnishing all the statutory requirements. The business has been on operational for the last10 years. With the favorable economic growth of this country, PECL is strategizing to capture the corporate benefits. This is mainly with the lucrative resource sector predominantly with the mineral, oil and gas industries. On this token, PNG Government Business incentives such as the ‘’Small and Medium Enterprises [SME]’’ packages of promoting indigenous businesses has further elevated PECL entrepreneurially.

INTRODUCTION

PECL core business is Hazardous Waste Management (Industrial Chemical Waste Management). The company has a holistic approach in providing professional and quality assurance environmental services to all extractive industries such as mines, oil and gas projects in PNG. PECL ventures this business by strictly observing all compliances, standards and code of practices of occupational Health, Safety and Environment. This systems and procedures are working tools that are in place to work safely and maximize results within given time period. The company also make sure that the aspect of activities done do zero harm/impact to the environment whilst carrying out its business. PECL ensures to achieve its goal of; “Aiming zero Target for Injuries & Incidents”.","Chemical Manufacturing","11-50 employees","Self Owned","Rockford, Illinois","United States","pasifikaeaglechemicals.com","https://www.linkedin.com/company/pasifika-eagle-chemicals-limited",,,,,
,"Lignotech USA","✅ Lignotech USA","Lignotech USA",,"Chemical Manufacturing","51-200 employees",,"Rothschild, WI","United States","lignotech.com","https://www.linkedin.com/company/lignotech-usa",,,,,
,"Mid-States Rubber Products, Inc","✅ Mid-States Rubber Products","Mid-States Rubber Products","Mid-States Rubber Products is a leader in custom molded and extruded rubber products.  Our facility is centrally located in Princeton, Indiana serving customers through the Great Lakes, Midwest and Southeast.

Mid-States Rubber Products specializes in rubber products and plastic parts for the appliance, automotive, material handling, fitness, and other heavy industries.   Our customers include a number of Fortune 500 companies as well as small and medium companies.

Our core manufacturing processes include injection, compression and transfer rubber molding and rubber extrusions cured inline.   We specialize in engineered rubber component solutions aiding our customers in application and design decisions.","Chemical Manufacturing","201-500 employees","Privately Held","Princeton, INDIANA","United States","mid-states.com","https://www.linkedin.com/company/mid-states-rubber-products",,,,,
,"USC Department of Chemistry","✅ USC Department of Chemistry","USC Department of Chemistry",,"Chemical Manufacturing","51-200 employees","Educational","Los Angeles , CA","United States","usc.edu","https://www.linkedin.com/company/usc-department-of-chemistry",,,,,
,"MidAtlantic Rubber and Plastics Group","✅ MidAtlantic Rubber and Plastics","MidAtlantic Rubber and Plastics","The MidAtlantic Rubber & Plastics Group, part of the Rubber Division of the American Chemical Society, is a technically oriented professional organization. It promotes personal relationships among those in education, polymer manufacture, suppliers of raw materials and producers of rubber products. The Group provides a regional network that aids in technical problem solving.

Our antecedents, the Philadelphia Rubber Group (founded 1945) and the New York Rubber Group (founded 1928), were similarly corporate members of the ACS Rubber Division with many mutual members. In 2005, merger began with formation of a joint Board of Directors. It was completed in 2006 with the MARPG, Inc. registered as a nonprofit corporation of Delaware.","Chemical Manufacturing","201-500 employees","Non Profit","Philadelphia, PA","United States","marpg.org","https://www.linkedin.com/company/midatlantic-rubber-and-plastics-group",,,,,
,"GermStryke Clean","✅ GermStryke Clean","GermStryke Clean","GermStryke is a powerful universal cleaner powered by HOCl. Hypochlorus acid (HOCl) is a chemical that is naturally produced in the human body to fight infections. Here at GermStryke we are able to re-create this chemical and use it as a cleaner. Visit our Website to learn more about GermStryke and how it can help you.","Chemical Manufacturing","11-50 employees","Self Employed","Coventry, Rhode Island","United States","germstrykeclean.com","https://www.linkedin.com/company/germstryke",,,,,
,"Chemical Distributors, Inc","✅ Chemical Distributors","Chemical Distributors","manufacturers representative for chemicals and raw materials for the paint and associated industries","Chemical Manufacturing","11-50 employees","Privately Held",,"United States","cdipdx.com","https://www.linkedin.com/company/chemical-distributors-inc",,,,,
,"Alpha Process Sales Inc","✅ Alpha Process Sales","Alpha Process Sales","Serving the Gulf Coast Up/Downstream markets, from Brownsville, Texas through Southern Mississippi. Our sales personnel, located in Corpus Christi, Houston, Beaumont, Dallas, Tyler, Lake Charles, Baton Rouge, and New Orleans can assist in solving and improving a variety of measurement processes and problems.

Alpha Process Sales' primary focus is the sale, distribution and technical support of process analyzers, instrumentation and mechanical products to the oil patch, petrochemical, power, pulp and paper, refinery, water and wastewater and related service industries. We also have a strong presence with engineering and construction firms.

SERVING THE INDUSTRIAL COMMUNITY SINCE 1952!","Chemical Manufacturing","51-200 employees","Privately Held","Sugar Land, Texas","United States","alphaprocesssales.net","https://www.linkedin.com/company/alpha-process-sales-inc",,,,,
,"Zenex International","✅ Zenex International","Zenex International","Since 2001, Zenex International has been an industry leading provider of private label aerosol and liquid products, offering a broad portfolio of proprietary formulations through an international network of professional manufacturers and distributors. Zenex specializes in providing a complete range of finished cleaning and lubricant products for industrial and institutional businesses across the United States, Canada, and Europe. 

Our team of seasoned sales professionals are experts in the industry, serving as a valuable resource for selecting the precise technical solution for both traditional and niche applications. Our in-house research and development laboratory team performs in-depth quality and performance testing to validate formulations and ensure customer success. Our team of graphic artists are ready to make your brand vision a reality, creating attractive label designs that showcase your products and business. 

Our advantage is clear and simple - we provide private label branding services, industry leading low minimum quantity requirements on every order, exceptional customer service, and quick turnaround times. We work intimately with distribution partners to enhance brand equity and enter new market sectors with minimal upfront investment. 

We help you win at the sink, win at the car, win on any surface. With over 150 aerosol products and 400 plus liquid formulations to choose from, now is a the time to review our products and get started.","Chemical Manufacturing","51-200 employees","Privately Held","Cleveland, OH","United States","zenexint.com","https://www.linkedin.com/company/zenex-international-inc",,,,,
,"U.S. Corrosion Technologies","✅ U.S. Corrosion","U.S. Corrosion","U.S. Corrosion Technologies is a boutique chemical research, development and product commercialization firm specializing in anti-corrosion and other protective coatings for the aviation, marine, automotive, RV, industrial, and agricultural industries. Some of our well-known brand names include CorrosionX, CorrosionX for Guns, ReelX, SpeedX and RejeX.

Leading edge technology, commitment to quality and a no-nonsense, money back guarantee have established Corrosion Technologies and the CorrosionX mark with a sterling reputation around the globe. Continual product stewardship as well as development of other, specialized products enhance our reputation and assure the company's stature as the manufacturer of the world's most advanced protective coatings.","Chemical Manufacturing","11-50 employees","Privately Held","Garland, Texas","United States","corrosionx.com","https://www.linkedin.com/company/u-s-corrosion-technologies",,,,,
,"Arrow Chemical Products","✅ Arrow Chemical Products","Arrow Chemical Products","Working with a team that can solve industrial and commercial cleaning challenges is essential to getting the results you need to reach your goals. We’ve been helping customers since 1933, and we’ve kept pace with advancements in cleaning solution technologies. Continued investment in our manufacturing capabilities ensures we’ll be ready to deliver the products and services you need when you need them.","Chemical Manufacturing","11-50 employees","Privately Held","Kalamazoo, Michigan","United States","arrowchemicalproducts.com","https://www.linkedin.com/company/arrow-chemical-products-inc.",,,,,
,"Atom Chemical","✅ Atom Chemical","Atom Chemical","Atom Chemical Inc. is a full service water treatment company.  We provide excellent hands on service, unmatched in the water treatment industry.  Customer service is our number one priority and we offer a full line of services to meet any of your water treatment needs.  

Below is a list of just some of the services we offer:
     ~Consulting Services
     ~Chemical Sales & Services
     ~Bidding & Service for New Construction Systems
     ~Equipment Repair
     ~Boiler Wet Storage
     ~Descaling/Acidzing
     ~Tower Cleaning/Sump Cleaning
     ~Legionella Testing
     ~Potable Water Disinfection
     ~Backflow Testing/Certification
     ~Customer Training Seminars
     ~Waste Chemical Disposal

Atom Chemical provides a wide variety of chemicals and products to meet any and all of your water treatment needs.  Below is a list of some of the products & chemicals we offer:

Steam Boiler System Products
 ~Complete Range of Oxygen Scavengers
 ~Sludge Conditioners
 ~Return Line & Condensate Treatment
 ~Boiler Descaling

Open Circulating Cooling System Products
 ~Corrosion Inhibitors
 ~Halogen Products
 ~pH Control
 ~Microbiological Inhibitors
 ~Sludge Conditioners

Hot/Chilled Closed System Products
 ~Corrosion Inhibitors—Including Food Grade
 ~Glycol Products—Including Food Grade
 ~Acid Cleaner
 ~Alkaline System Cleaner

Water Conditioning and Purification Products
 ~DI Exchange Tanks
 ~DI Water
 ~Resin Cleaners
 ~Softener Resin
 ~Carbon Filter Media
 ~R.O. Systems

 We can install and maintain equipment according to acceptable mechanical standards.  Below is a list of some of the types of equipment we offer:

Equipment Options:
 ~Chemical Pumps
 ~Chemical Feed Equipment
 ~Bleed Assemblies
 ~Filter Cartridges
 ~Filter Housings
 ~Water Meters
 ~Timers
 ~Testing Equipment
 ~Conductivity Controllers
 ~Biocide Controllers
 ~Water Softeners
 ~Bromine Feeders","Chemical Manufacturing","11-50 employees","Privately Held","Georgetown, Indiana","United States","atomchemical.com","https://www.linkedin.com/company/atom-chemical",,,,,
,"Griffin Chemical","✅ Griffin Chemical","Griffin Chemical","Manufacturing and distribution of commercial cleaning products, food service cleaning products, industrial cleaning products, personal care products, water treatment products and tire care products.

When you call Griffin Chemical, you get not only high-quality, time-tested products, but you also get to talk to an expert who can help you create the right product with the right process to advance your business goals.

Our manufacturing and warehouse facility in Salem, Oregon. We ship our wide range of products worldwide and our distributors sell our products to food processing plants, schools, nursing homes, restaurants, vehicle wash facilities, health clubs, mines, energy facilities, and more throughout the United States","Chemical Manufacturing","51-200 employees","Privately Held","Albany, Oregon","United States","griffinchemsolutions.com","https://www.linkedin.com/company/griffin-chemical",,,,,
,"GLASTON AMERICA, INC","✅ GLASTON AMERICA","GLASTON AMERICA",,"Chemical Manufacturing","11-50 employees",,"Mount Laurel, New Jersey","United States",,"https://www.linkedin.com/company/glaston-america-inc",,,,,
,"Novis Works LLC","✅ Novis Works","Novis Works","Novis Works LLC was established in the fall of 2008 as a metalcasting consumable company.  Since this time, the company has experienced steady growth by adding experienced technical sales, chemists and manufacturing engineers.  Throughout this growth, our core business philosophy has been to develop long term relationships with our customers by providing customized solutions. We have logged countless hours of training and research to stay current with the latest controls, software and process developments for our customers. Our team comes from strong metalcasting and industrial backgrounds in plant settings so they understand the applications and processes first hand.  Each of our technical sales team members has over 25 years experience in industrial processes in the metalcasting industry.","Chemical Manufacturing","11-50 employees","Privately Held","Canton, Ohio","United States","novisworks.com","https://www.linkedin.com/company/novis-works-llc",,,,,
,"Cul-Mac Industries, LLC.","✅ Cul-Mac Industries","Cul-Mac Industries","From private label household cleaners to industrial automotive chemicals, Cul-Mac Industries does it all. Our state of the art manufacturing plant fills containers ranging in size from 2oz bottles to 300-gallon totes. Our 200,000 square foot plant is conveniently located on 18 acres 4 miles north of Detroit Metro Airport in Wayne, Michigan. Since beginning operations in 1981, Cul-Mac Industries Inc. has exceeded customer demands by providing high quality products at an exceptional value, along with providing superior customer service.","Chemical Manufacturing","51-200 employees","Privately Held","Wayne, Michigan","United States","cul-mac.com","https://www.linkedin.com/company/cul-mac-industries-inc.",,,,,
,"CellMark Ingredients","✅ CellMark Ingredients","CellMark Ingredients","CellMark has been providing excellent quality products, superior service, and customized manufacturing solutions for over 125 years. We manufacture and distribute ingredients to the food, beverage, pet, and nutraceutical industries. CellMark owns and operates its own cGMP/FSSC22000 manufacturing facility. We put an emphasis on quality with our on-site lab capabilities.","Chemical Manufacturing","11-50 employees",,"Naugatuck, Connecticut","United States","cellmark.com","https://www.linkedin.com/company/cellmark-ingredients",,,,,
,"Frontier Specialty Chemicals Inc.","✅ Frontier Specialty Chemicals","Frontier Specialty Chemicals","Frontier Specialty Chemicals Inc. is a chemical developer, manufacturer and custom research services provider to the pharmaceutical, biotechnology, industrial chemical, government, and academic sectors. We specialize in the development of chemical compounds and processes related to porphyrins, phthalocyanines, boronic acids, and more. We also develop building blocks for small molecule drug discovery, SAR studies, and lead optimization. Frontier Specialty Chemicals provides standard catalog products with production quantities generally in the milligram to kilogram scale. Our NMR, GCMS, LCMS, and UV/VIS spectrophotometer are located in-house to ensure high quality compounds and quick turn around on projects. We are a privately held corporation established in 1975 and headquartered in Logan, Utah.","Chemical Manufacturing","11-50 employees","Privately Held","Logan, Utah","United States","frontierspecialtychemicals.com","https://www.linkedin.com/company/frontier-specialty-chemicals-inc",,,,,
,"PPE - Process Pumps and Equipment","✅ PPE","PPE","PPE is a dedicated and differentiated industrial process equipment supplier. PPE’s mission is to provide the fastest responses and best deliveries in the industry. Our Goal is to supply the very best equipment with the most innovative solutions to enable the least amount of customers efforts. Please challenge us with one of your toughest “bad actor” pump problems today and let us show you why we can make your job easier.","Chemical Manufacturing","11-50 employees","Privately Held","Geismar, LA","United States","ppe-corp.com","https://www.linkedin.com/company/process-pumps-and-equipment",,,,,
,"SYOXSA, Inc.","✅ SYOXSA","SYOXSA","SYOXSA is the leading company in El Paso, Texas for the service and marketing of industrial, medical, and specialty gases along with welding supplies and safety products. It is highly competitive and dedicated to its excellence in service and quality of its products. With 30 years of experience, SYOXSA is positioned to best serve your needs. We are a local and family owned business who's number one priority is our customer. Give us a call or come check out our location!

https://www.syoxsa.com
https://www.syoxsaelpasospecialtygases.com","Chemical Manufacturing","11-50 employees","Privately Held","El Paso, Texas","United States","syoxsa.com","https://www.linkedin.com/company/syoxsa-inc",,,,,
,"Hazox Compliance Solutions","✅ Hazox Compliance Solutions","Hazox Compliance Solutions","Hazox Chemical Report Systems is not just a software vendor that helps you meet compliance requirements. At Hazox, we are a trusted friend to see you through the good times and the tough times. We know that at some point, every company will face some sort of challenge, and we know that these are the times we need to be there for you the most.

At Hazox, we operate on the belief that we are all stewards of the environment and must work together for a better future.

We are dedicated to achieving our mission of global protection, one SDS at a time, by creating, implementing, and supporting a flexible regulatory authoring platform that enables companies of all sizes and scopes to implement best practices and improve business performance through chemical reporting and compliance.

Visit our website for a free SDS audit today.","Chemical Manufacturing","11-50 employees","Privately Held","Atlanta, GA","United States","hazoxcompliancesolutions.com","https://www.linkedin.com/company/hazoxcompliancesolutions",,,,,
,"ROH","✅ ROH","ROH",,"Chemical Manufacturing","51-200 employees","Privately Held",,"United States",,"https://www.linkedin.com/company/roh",,,,,
,"BakerTitan Adhesives","✅ BakerTitan Adhesives","BakerTitan Adhesives","Baker Titan Adhesives is a wholly owned subsidiary of AMB Enterprises LLC.  AMB acquired Baker adhesives in 2006 followed by the acquisitions of Allied Adhesives in 2008 and Titan Adhesives in 2009.  Baker, Titan and Allied had each operated independently since the 1960's.  Owned by career adhesives professionals, each with over 30 years of industry experience, our team is comprised of individuals dedicated to creating the ultimate blend of service and technology.  

Our water based and hot melt adhesives products are used in corrugated box and folding carton manufacturing, bottling and labeling, graphic arts, cigarette and cigar production, textiles finishing, envelope production and bindery, laminating and print production amongst other industries uses. 

We custom formulate and manufacture all of our products in our 40,000 square foot facility located in New Jersey.  We are able to fulfill needs ranging from quart sized orders up to and including full tank wagon orders (4,000 gallons).  

Our customer base ranges from small, local, shops to Fortune 500, global companies.  Our lab technicians are experts in identifying production line problems related to adhesives and advising our customers in product selection, adhesives applications and substrate treatments with fast and economically sound solutions.","Chemical Manufacturing","11-50 employees","Privately Held","Paterson, NJ","United States","bakertitan.com","https://www.linkedin.com/company/baker-titan-adhesives",,,,,
,"IMPACT Technology Development Inc.","✅ IMPACT Technology Development","IMPACT Technology Development","IMPACT is a technology development and commercialization company for chemical, metallurgical and biological based processes and products.  Our seasoned team of chemical engineers, designers and scientists help our clients achieve success through rapid and cost effective applied research, process and product development & optimization, and pilot-scale/prototype manufacturing.  Development milestones are achieved faster and with less investment by providing:

Operating Infrastructure
The IMPACT Development Facility provides functional, permitted laboratory space to conduct development experiments and activities.  The facility supports operational needs such as materials handling, shipping/receiving, waste management, safety systems, and administration needs.  

Management and Technical Resources
IMPACT offers a highly skilled and proven team of seasoned development engineers and scientists with broad capabilities to lead and execute development programs.  These resources can be rapidly deployed to meet milestones and then scaled back to minimize costs during intermediate periods.

Strategic Technology Development Experience and Know-How
The IMPACT team has collectively helped develop over 150 new technologies in the chemical, biological, pharmaceutical, energy, specialty materials, and electronics industries.  Our experience and structured, proven methodologies provide our clients with strategic insight into successfully planning, budgeting, and executing development programs.","Chemical Manufacturing","11-50 employees","Privately Held","Devens, MA","United States","impact-td.com","https://www.linkedin.com/company/impact-technology-consultants",,,,,
